2026/04/25 16:06:06.780, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.64 W
2026/04/25 17:38:55.906, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.33 W
2026/04/25 17:39:00.916, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.32 W
2026/04/25 17:39:05.927, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.32 W
2026/04/25 17:39:10.936, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.29 W
2026/04/25 17:39:15.944, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.08 W
2026/04/25 17:39:20.953, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.14 W
2026/04/25 17:39:25.967, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.23 W
2026/04/25 17:39:30.977, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.22 W
2026/04/25 17:39:35.986, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.25 W
2026/04/25 17:39:41.004, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.20 W
2026/04/25 17:39:46.012, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.31 W
2026/04/25 17:39:51.020, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.21 W
2026/04/25 17:39:56.029, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.16 W
2026/04/25 17:40:01.039, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.23 W
2026/04/25 17:40:06.047, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 31.59 W
2026/04/25 17:40:11.054, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.49 W
2026/04/25 17:40:16.062, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.53 W
2026/04/25 17:40:21.072, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.28 W
2026/04/25 17:40:26.079, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.41 W
2026/04/25 17:40:31.089, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.25 W
2026/04/25 17:40:36.106, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.25 W
2026/04/25 17:40:41.113, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.39 W
2026/04/25 17:40:46.119, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.30 W
2026/04/25 17:40:51.127, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.40 W
2026/04/25 17:40:56.136, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.38 W
2026/04/25 17:41:01.143, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.31 W
2026/04/25 17:41:06.152, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.31 W
2026/04/25 17:41:11.161, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.40 W
2026/04/25 17:41:16.172, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.48 W
2026/04/25 17:41:21.182, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.40 W
2026/04/25 17:41:26.199, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.36 W
2026/04/25 17:41:31.208, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.41 W
2026/04/25 17:41:36.215, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:41:41.225, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.37 W
2026/04/25 17:41:46.232, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.44 W
2026/04/25 17:41:51.241, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.30 W
2026/04/25 17:41:56.248, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.35 W
2026/04/25 17:42:01.258, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:42:06.266, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.55 W
2026/04/25 17:42:11.273, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:42:16.282, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.50 W
2026/04/25 17:42:21.289, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.40 W
2026/04/25 17:42:26.305, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:42:31.312, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.65 W
2026/04/25 17:42:36.320, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.63 W
2026/04/25 17:42:41.328, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.64 W
2026/04/25 17:42:46.336, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.63 W
2026/04/25 17:42:51.344, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.66 W
2026/04/25 17:42:56.351, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.72 W
2026/04/25 17:43:01.361, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.74 W
2026/04/25 17:43:06.369, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.67 W
2026/04/25 17:43:11.424, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.59 W
2026/04/25 17:43:16.431, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.53 W
2026/04/25 17:43:21.440, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.49 W
2026/04/25 17:43:26.448, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.56 W
2026/04/25 17:43:31.457, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.42 W
2026/04/25 17:43:36.465, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.53 W
2026/04/25 17:43:41.477, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.44 W
2026/04/25 17:43:46.487, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:43:51.504, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.38 W
2026/04/25 17:43:56.515, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.41 W
2026/04/25 17:44:01.528, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.38 W
2026/04/25 17:44:06.535, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.47 W
2026/04/25 17:44:11.543, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.62 W
2026/04/25 17:44:16.552, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.34 W
2026/04/25 17:44:21.560, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.33 W
2026/04/25 17:44:26.567, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:44:31.574, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.23 W
2026/04/25 17:44:36.582, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.54 W
2026/04/25 17:44:41.589, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.37 W
2026/04/25 17:44:46.607, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.49 W
2026/04/25 17:44:51.614, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.61 W
2026/04/25 17:44:56.621, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.52 W
2026/04/25 17:45:01.629, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.41 W
2026/04/25 17:45:06.636, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.48 W
2026/04/25 17:45:11.644, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.42 W
2026/04/25 17:45:16.653, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.42 W
2026/04/25 17:45:21.662, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.51 W
2026/04/25 17:45:26.670, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.53 W
2026/04/25 17:45:31.677, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.55 W
2026/04/25 17:45:36.687, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.63 W
2026/04/25 17:45:41.708, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.47 W
2026/04/25 17:45:46.716, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.46 W
2026/04/25 17:45:51.724, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:45:56.733, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.32 W
2026/04/25 17:46:01.741, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.46 W
2026/04/25 17:46:06.748, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.36 W
2026/04/25 17:46:11.756, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:46:16.765, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.60 W
2026/04/25 17:46:21.777, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.51 W
2026/04/25 17:46:26.784, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.57 W
2026/04/25 17:46:31.802, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.42 W
2026/04/25 17:46:36.812, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:46:41.819, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.47 W
2026/04/25 17:46:46.828, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:46:51.836, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.52 W
2026/04/25 17:46:56.845, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.31 W
2026/04/25 17:47:01.853, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.44 W
2026/04/25 17:47:06.861, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:47:11.870, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.47 W
2026/04/25 17:47:16.877, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.45 W
2026/04/25 17:47:21.884, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:47:26.901, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.37 W
2026/04/25 17:47:31.910, 0 %, 0 %, 257 MiB, 19891 MiB, 27, 11.63 W
2026/04/25 17:47:36.919, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.46 W
2026/04/25 17:47:41.927, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.51 W
2026/04/25 17:47:46.934, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.47 W
2026/04/25 17:47:51.943, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.38 W
2026/04/25 17:47:56.949, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.56 W
2026/04/25 17:48:01.960, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.53 W
2026/04/25 17:48:06.967, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.51 W
2026/04/25 17:48:11.974, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.45 W
2026/04/25 17:48:16.983, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.54 W
2026/04/25 17:48:22.011, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.43 W
2026/04/25 17:48:27.019, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.53 W
2026/04/25 17:48:32.027, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.55 W
2026/04/25 17:48:37.034, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.71 W
2026/04/25 17:48:42.041, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.57 W
2026/04/25 17:48:47.048, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.66 W
2026/04/25 17:48:52.056, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.51 W
2026/04/25 17:48:57.063, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.58 W
2026/04/25 17:49:02.071, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.52 W
2026/04/25 17:49:07.079, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.54 W
2026/04/25 17:49:12.087, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.67 W
2026/04/25 17:49:17.106, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.61 W
2026/04/25 17:49:22.113, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.52 W
2026/04/25 17:49:27.122, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.48 W
2026/04/25 17:49:32.131, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.52 W
2026/04/25 17:49:37.137, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.34 W
2026/04/25 17:49:42.145, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.44 W
2026/04/25 17:49:47.152, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.51 W
2026/04/25 17:49:52.160, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.47 W
2026/04/25 17:49:57.166, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.37 W
2026/04/25 17:50:02.177, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.46 W
2026/04/25 17:50:07.266, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 13.99 W
2026/04/25 17:50:12.273, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.49 W
2026/04/25 17:50:17.280, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.45 W
2026/04/25 17:50:22.287, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.57 W
2026/04/25 17:50:27.306, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.50 W
2026/04/25 17:50:32.315, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.47 W
2026/04/25 17:50:37.322, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.43 W
2026/04/25 17:50:42.331, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.40 W
2026/04/25 17:50:47.337, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.41 W
2026/04/25 17:50:52.346, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.48 W
2026/04/25 17:50:57.353, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.51 W
2026/04/25 17:51:02.362, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.40 W
2026/04/25 17:51:07.371, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.38 W
2026/04/25 17:51:12.379, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.21 W
2026/04/25 17:51:17.387, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.39 W
2026/04/25 17:51:22.407, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.37 W
2026/04/25 17:51:27.417, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.28 W
2026/04/25 17:51:32.427, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.36 W
2026/04/25 17:51:37.435, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.35 W
2026/04/25 17:51:42.444, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.47 W
2026/04/25 17:51:47.453, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.50 W
2026/04/25 17:51:52.463, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.41 W
2026/04/25 17:51:57.472, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.40 W
2026/04/25 17:52:02.481, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.42 W
2026/04/25 17:52:07.489, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.42 W
2026/04/25 17:52:12.506, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.61 W
2026/04/25 17:52:17.514, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.45 W
2026/04/25 17:52:22.522, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.34 W
2026/04/25 17:52:27.529, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.42 W
2026/04/25 17:52:32.537, 0 %, 0 %, 477 MiB, 19671 MiB, 30, 31.76 W
2026/04/25 17:52:37.546, 0 %, 0 %, 10245 MiB, 9903 MiB, 31, 36.69 W
2026/04/25 17:52:42.554, 16 %, 10 %, 10245 MiB, 9903 MiB, 37, 47.06 W
2026/04/25 17:52:47.562, 4 %, 3 %, 10265 MiB, 9883 MiB, 35, 48.64 W
2026/04/25 17:52:52.569, 0 %, 0 %, 10265 MiB, 9883 MiB, 33, 30.95 W
2026/04/25 17:52:57.578, 0 %, 0 %, 10265 MiB, 9883 MiB, 33, 31.18 W
2026/04/25 17:53:02.587, 0 %, 0 %, 10265 MiB, 9883 MiB, 34, 31.11 W
2026/04/25 17:53:07.609, 0 %, 0 %, 9909 MiB, 10239 MiB, 36, 36.07 W
2026/04/25 17:53:12.618, 0 %, 0 %, 10269 MiB, 9879 MiB, 36, 46.80 W
2026/04/25 17:53:17.628, 0 %, 0 %, 10269 MiB, 9879 MiB, 36, 46.07 W
2026/04/25 17:53:22.636, 0 %, 0 %, 10301 MiB, 9847 MiB, 36, 32.06 W
2026/04/25 17:53:27.646, 0 %, 0 %, 10261 MiB, 9887 MiB, 37, 44.64 W
2026/04/25 17:53:32.654, 50 %, 52 %, 10261 MiB, 9887 MiB, 38, 52.56 W
2026/04/25 17:53:37.664, 0 %, 0 %, 10293 MiB, 9855 MiB, 38, 49.22 W
2026/04/25 17:53:42.673, 45 %, 42 %, 9901 MiB, 10247 MiB, 38, 39.79 W
2026/04/25 17:53:47.681, 0 %, 0 %, 10261 MiB, 9887 MiB, 38, 47.03 W
2026/04/25 17:53:52.688, 24 %, 16 %, 10293 MiB, 9855 MiB, 40, 56.60 W
2026/04/25 17:53:57.707, 51 %, 48 %, 10261 MiB, 9887 MiB, 40, 40.84 W
2026/04/25 17:54:02.720, 0 %, 0 %, 10261 MiB, 9887 MiB, 40, 46.15 W
2026/04/25 17:54:07.727, 0 %, 0 %, 10293 MiB, 9855 MiB, 40, 42.78 W
2026/04/25 17:54:12.735, 0 %, 0 %, 265 MiB, 19883 MiB, 39, 35.02 W
2026/04/25 17:54:17.744, 51 %, 41 %, 10261 MiB, 9887 MiB, 42, 53.03 W
2026/04/25 17:54:22.753, 0 %, 0 %, 10261 MiB, 9887 MiB, 40, 47.24 W
2026/04/25 17:54:27.761, 0 %, 0 %, 10293 MiB, 9855 MiB, 40, 32.42 W
2026/04/25 17:54:32.773, 0 %, 0 %, 10293 MiB, 9855 MiB, 40, 32.04 W
2026/04/25 17:54:37.784, 0 %, 0 %, 10293 MiB, 9855 MiB, 40, 31.91 W
2026/04/25 17:54:42.801, 0 %, 0 %, 10261 MiB, 9887 MiB, 40, 42.44 W
2026/04/25 17:54:47.809, 22 %, 17 %, 10261 MiB, 9887 MiB, 43, 42.99 W
2026/04/25 17:54:52.816, 0 %, 0 %, 10293 MiB, 9855 MiB, 41, 51.15 W
2026/04/25 17:54:57.826, 0 %, 0 %, 10293 MiB, 9855 MiB, 40, 32.06 W
2026/04/25 17:55:02.834, 0 %, 0 %, 265 MiB, 19883 MiB, 40, 35.28 W
2026/04/25 17:55:07.840, 0 %, 0 %, 10261 MiB, 9887 MiB, 41, 50.69 W
2026/04/25 17:55:12.851, 0 %, 0 %, 10261 MiB, 9887 MiB, 41, 43.17 W
2026/04/25 17:55:17.858, 0 %, 0 %, 10293 MiB, 9855 MiB, 41, 33.04 W
2026/04/25 17:55:22.867, 2 %, 0 %, 265 MiB, 19883 MiB, 41, 34.45 W
2026/04/25 17:55:27.875, 21 %, 20 %, 10261 MiB, 9887 MiB, 43, 37.72 W
2026/04/25 17:55:32.882, 0 %, 0 %, 10261 MiB, 9887 MiB, 42, 43.85 W
2026/04/25 17:55:37.899, 0 %, 0 %, 10261 MiB, 9887 MiB, 42, 47.56 W
2026/04/25 17:55:42.906, 0 %, 0 %, 10261 MiB, 9887 MiB, 42, 49.79 W
2026/04/25 17:55:47.913, 0 %, 0 %, 10293 MiB, 9855 MiB, 42, 39.36 W
2026/04/25 17:55:52.921, 0 %, 0 %, 10293 MiB, 9855 MiB, 42, 32.34 W
2026/04/25 17:55:57.928, 47 %, 9 %, 259 MiB, 19889 MiB, 42, 34.71 W
2026/04/25 17:56:02.938, 0 %, 0 %, 1299 MiB, 18849 MiB, 41, 33.53 W
2026/04/25 17:56:07.946, 2 %, 1 %, 1659 MiB, 18489 MiB, 42, 39.35 W
2026/04/25 17:56:12.953, 0 %, 0 %, 1659 MiB, 18489 MiB, 42, 36.61 W
2026/04/25 17:56:17.962, 2 %, 1 %, 1659 MiB, 18489 MiB, 42, 39.27 W
2026/04/25 17:56:22.970, 0 %, 0 %, 1659 MiB, 18489 MiB, 41, 33.54 W
2026/04/25 17:56:27.980, 29 %, 28 %, 1659 MiB, 18489 MiB, 46, 38.76 W
2026/04/25 17:56:32.988, 0 %, 0 %, 1659 MiB, 18489 MiB, 41, 33.41 W
2026/04/25 17:56:38.007, 0 %, 0 %, 1659 MiB, 18489 MiB, 41, 35.88 W
2026/04/25 17:56:43.013, 2 %, 1 %, 1659 MiB, 18489 MiB, 42, 38.93 W
2026/04/25 17:56:48.020, 0 %, 0 %, 1659 MiB, 18489 MiB, 42, 38.35 W
2026/04/25 17:56:53.027, 0 %, 0 %, 1659 MiB, 18489 MiB, 41, 36.25 W
2026/04/25 17:56:58.034, 0 %, 0 %, 1659 MiB, 18489 MiB, 42, 38.71 W
2026/04/25 17:57:03.042, 0 %, 0 %, 1661 MiB, 18487 MiB, 42, 38.73 W
2026/04/25 17:57:08.048, 0 %, 0 %, 1661 MiB, 18487 MiB, 41, 33.05 W
2026/04/25 17:57:13.056, 2 %, 1 %, 1661 MiB, 18487 MiB, 42, 39.94 W
2026/04/25 17:57:18.064, 0 %, 0 %, 1661 MiB, 18487 MiB, 42, 36.46 W
2026/04/25 17:57:23.072, 0 %, 0 %, 1661 MiB, 18487 MiB, 43, 39.22 W
2026/04/25 17:57:28.082, 0 %, 0 %, 1661 MiB, 18487 MiB, 42, 39.76 W
2026/04/25 17:57:33.104, 9 %, 0 %, 1661 MiB, 18487 MiB, 42, 41.69 W
2026/04/25 17:57:38.112, 0 %, 0 %, 1661 MiB, 18487 MiB, 41, 33.12 W
2026/04/25 17:57:43.121, 17 %, 16 %, 1661 MiB, 18487 MiB, 42, 37.45 W
2026/04/25 17:57:48.128, 5 %, 0 %, 1661 MiB, 18487 MiB, 42, 39.15 W
2026/04/25 17:57:53.135, 0 %, 0 %, 1661 MiB, 18487 MiB, 41, 34.00 W
2026/04/25 17:57:58.143, 0 %, 0 %, 1661 MiB, 18487 MiB, 41, 32.97 W
2026/04/25 17:58:03.151, 13 %, 0 %, 1661 MiB, 18487 MiB, 42, 40.58 W
2026/04/25 17:58:08.160, 0 %, 0 %, 1661 MiB, 18487 MiB, 41, 33.24 W
2026/04/25 17:58:13.167, 0 %, 0 %, 1661 MiB, 18487 MiB, 42, 36.40 W
2026/04/25 17:58:18.173, 0 %, 0 %, 1661 MiB, 18487 MiB, 41, 32.37 W
2026/04/25 17:58:23.181, 0 %, 0 %, 1661 MiB, 18487 MiB, 41, 32.44 W
2026/04/25 17:58:28.200, 0 %, 0 %, 1661 MiB, 18487 MiB, 41, 32.49 W
2026/04/25 17:58:33.249, 0 %, 0 %, 1661 MiB, 18487 MiB, 39, 26.09 W
2026/04/25 17:58:38.257, 0 %, 0 %, 1661 MiB, 18487 MiB, 38, 12.28 W
2026/04/25 17:58:43.265, 0 %, 0 %, 1661 MiB, 18487 MiB, 37, 12.19 W
2026/04/25 17:58:48.273, 0 %, 0 %, 1661 MiB, 18487 MiB, 36, 12.21 W
2026/04/25 17:58:53.281, 0 %, 0 %, 1661 MiB, 18487 MiB, 36, 12.08 W
2026/04/25 17:58:58.289, 0 %, 0 %, 1661 MiB, 18487 MiB, 35, 11.93 W
2026/04/25 17:59:03.308, 0 %, 0 %, 1661 MiB, 18487 MiB, 35, 11.74 W
2026/04/25 17:59:08.317, 0 %, 0 %, 1661 MiB, 18487 MiB, 34, 11.87 W
2026/04/25 17:59:13.326, 0 %, 0 %, 1661 MiB, 18487 MiB, 34, 11.73 W
2026/04/25 17:59:18.336, 0 %, 0 %, 1661 MiB, 18487 MiB, 33, 11.66 W
2026/04/25 17:59:23.344, 0 %, 0 %, 1661 MiB, 18487 MiB, 33, 11.58 W
2026/04/25 17:59:28.350, 0 %, 0 %, 1661 MiB, 18487 MiB, 33, 11.69 W
2026/04/25 17:59:33.362, 0 %, 0 %, 1661 MiB, 18487 MiB, 32, 11.49 W
2026/04/25 17:59:38.369, 0 %, 0 %, 1661 MiB, 18487 MiB, 32, 11.57 W
2026/04/25 17:59:43.376, 0 %, 0 %, 1661 MiB, 18487 MiB, 32, 11.61 W
2026/04/25 17:59:48.386, 0 %, 0 %, 1661 MiB, 18487 MiB, 32, 11.62 W
2026/04/25 17:59:53.403, 0 %, 0 %, 1661 MiB, 18487 MiB, 33, 19.58 W
2026/04/25 17:59:58.410, 0 %, 0 %, 2 MiB, 20146 MiB, 32, 11.82 W
2026/04/25 18:00:03.420, 0 %, 0 %, 2 MiB, 20146 MiB, 31, 11.78 W
2026/04/25 18:00:08.427, 0 %, 0 %, 2 MiB, 20146 MiB, 31, 11.97 W
2026/04/25 18:00:13.434, 0 %, 0 %, 2 MiB, 20146 MiB, 31, 11.47 W
2026/04/25 18:00:18.440, 0 %, 0 %, 2 MiB, 20146 MiB, 31, 11.41 W
2026/04/25 18:00:23.447, 0 %, 0 %, 2 MiB, 20146 MiB, 31, 11.47 W
2026/04/25 18:00:28.455, 0 %, 0 %, 2 MiB, 20146 MiB, 31, 11.30 W
2026/04/25 18:00:33.463, 0 %, 0 %, 2 MiB, 20146 MiB, 30, 11.35 W
2026/04/25 18:00:38.470, 0 %, 0 %, 2 MiB, 20146 MiB, 30, 11.36 W
2026/04/25 18:00:43.477, 0 %, 0 %, 2 MiB, 20146 MiB, 30, 11.39 W
2026/04/25 18:00:48.486, 0 %, 0 %, 2 MiB, 20146 MiB, 30, 11.24 W
2026/04/25 18:00:53.502, 0 %, 0 %, 2 MiB, 20146 MiB, 30, 11.39 W
2026/04/25 18:00:58.509, 0 %, 0 %, 2 MiB, 20146 MiB, 30, 11.61 W
2026/04/25 18:01:03.518, 0 %, 0 %, 2 MiB, 20146 MiB, 30, 11.39 W
2026/04/25 18:01:08.525, 0 %, 0 %, 2 MiB, 20146 MiB, 29, 11.39 W
2026/04/25 18:01:13.532, 0 %, 0 %, 2 MiB, 20146 MiB, 29, 11.54 W
2026/04/25 18:01:18.539, 0 %, 0 %, 2 MiB, 20146 MiB, 29, 11.59 W
2026/04/25 18:01:23.547, 0 %, 0 %, 2 MiB, 20146 MiB, 29, 11.61 W
2026/04/25 18:01:28.555, 0 %, 0 %, 2 MiB, 20146 MiB, 29, 11.48 W
2026/04/25 18:01:33.562, 0 %, 0 %, 2 MiB, 20146 MiB, 29, 11.44 W
2026/04/25 18:01:38.570, 0 %, 0 %, 2 MiB, 20146 MiB, 29, 11.58 W
2026/04/25 18:01:43.579, 0 %, 0 %, 2 MiB, 20146 MiB, 29, 11.61 W
2026/04/25 18:01:48.586, 0 %, 0 %, 2 MiB, 20146 MiB, 29, 11.43 W
2026/04/25 18:01:53.611, 0 %, 0 %, 5 MiB, 20143 MiB, 29, 11.43 W
2026/04/25 18:01:58.617, 0 %, 0 %, 5 MiB, 20143 MiB, 29, 11.50 W
